Id,TimeStamp,Open,Close,High,Low,Volume,Ask,Bid,IsFirst,TotalTick,LastPrice,Side
23,4/30/2009 12:00:00 AM,1938.5,1931,1960,1925,325270,0,0,False,3687,15859.5,Sell
24,5/1/2009 12:00:00 AM,1934,1941.5,1945.5,1923.75,219095,0,0,False,3687,15859.5,Buy
25,5/4/2009 12:00:00 AM,1951.25,1965.75,1968.5,1944.75,257818,0,0,False,3687,15859.5,Buy
26,5/5/2009 12:00:00 AM,1964.5,1970,1970.5,1949,236711,0,0,False,3687,15859.5,Buy
27,5/6/2009 12:00:00 AM,1976,1972.5,1977.75,1941.75,365356,0,0,False,3687,15859.5,Sell
28,5/7/2009 12:00:00 AM,1974.5,1937,1974.75,1918,364160,0,0,False,3687,15859.5,Sell
29,5/8/2009 12:00:00 AM,1939.5,1930.75,1953,1918.5,342955,0,0,False,3687,15859.5,Sell
30,5/11/2009 12:00:00 AM,1914.5,1940.5,1952.5,1910,309434,0,0,False,3687,15859.5,Buy
31,5/12/2009 12:00:00 AM,1940.5,1926.75,1942.75,1903.5,348298,0,0,False,3687,15859.5,Sell
32,5/13/2009 12:00:00 AM,1908.5,1887.5,1909.25,1881,333208,0,0,False,3687,15859.5,Sell
33,5/14/2009 12:00:00 AM,1886.75,1896.5,1911.5,1886,278044,0,0,False,3687,15859.5,Buy
34,5/15/2009 12:00:00 AM,1896.5,1896.5,1915.75,1891.75,243730,0,0,False,3687,15859.5,Buy
35,5/18/2009 12:00:00 AM,1906.25,1931,1935.25,1898.5,253414,0,0,False,3687,15859.5,Buy
36,5/19/2009 12:00:00 AM,1929,1936.25,1953.25,1921.75,241234,0,0,False,3687,15859.5,Buy
37,5/20/2009 12:00:00 AM,1945,1935,1965.75,1930.75,312488,0,0,False,3687,15859.5,Sell
38,5/21/2009 12:00:00 AM,1924.25,1910.5,1933.25,1894.75,316822,0,0,False,3687,15859.5,Sell
39,5/22/2009 12:00:00 AM,1913.75,1902.75,1921.75,1895,198763,0,0,False,3687,15859.5,Sell
40,5/25/2009 12:00:00 AM,1900,1906.25,1906.25,1897.75,3848,0,0,False,3687,15859.5,Buy
41,5/26/2009 12:00:00 AM,1890.25,1954,1957.25,1890.25,343325,0,0,False,3687,15859.5,Buy
42,5/27/2009 12:00:00 AM,1951.25,1945.25,1971.5,1940.5,281723,0,0,False,3687,15859.5,Sell
43,5/28/2009 12:00:00 AM,1953.75,1960,1967,1932,298252,0,0,False,3687,15859.5,Buy
44,5/29/2009 12:00:00 AM,1962.75,1979.75,1985.5,1953.75,254506,0,0,False,3687,15859.5,Buy
45,6/1/2009 12:00:00 AM,1994.25,2012.25,2025,1988.75,295459,0,0,False,3687,15859.5,Buy
46,6/2/2009 12:00:00 AM,2013.5,2022,2037.25,2009.25,276821,0,0,False,3687,15859.5,Buy
47,6/3/2009 12:00:00 AM,2017.25,2020,2020.25,2001.5,225277,0,0,False,3687,15859.5,Buy
48,6/4/2009 12:00:00 AM,2021.5,2036,2036.5,2018.5,186349,0,0,False,3687,15859.5,Buy
49,6/5/2009 12:00:00 AM,2043.5,2037.5,2048.5,2021.25,257870,0,0,False,3687,15859.5,Sell
50,6/8/2009 12:00:00 AM,2027.25,2033.5,2043,2009.5,242801,0,0,False,3687,15859.5,Buy
51,6/9/2009 12:00:00 AM,2038.75,2043.5,2052.25,2031.5,219633,0,0,False,3687,15859.5,Buy
52,6/10/2009 12:00:00 AM,2051.25,2038.25,2052.25,2016,291291,0,0,False,3687,15859.5,Sell
53,6/11/2009 12:00:00 AM,2038.5,2035,2056.5,2034,183931,0,0,False,3687,15859.5,Sell
54,6/12/2009 12:00:00 AM,2033,2030.25,2035,2013.75,205222,0,0,False,3687,15859.5,Sell
55,6/15/2009 12:00:00 AM,2019,2002,2019.25,1988.75,264765,0,0,False,3687,15859.5,Sell
56,6/16/2009 12:00:00 AM,2007.75,1988.75,2013.5,1986.5,256165,0,0,False,3687,15859.5,Sell
57,6/17/2009 12:00:00 AM,1993.25,1997.75,2014.75,1983,336648,0,0,False,3687,15859.5,Buy
58,6/18/2009 12:00:00 AM,1999.75,1994.5,2008,1988.25,262023,0,0,False,3687,15859.5,Sell
59,6/19/2009 12:00:00 AM,2008.5,2011.25,2022,2003.75,258237,0,0,False,3687,15859.5,Buy
60,6/22/2009 12:00:00 AM,1999.75,1972.75,2002.25,1966.5,290028,0,0,False,3687,15859.5,Sell
61,6/23/2009 12:00:00 AM,1974,1968.5,1977,1957.25,243286,0,0,False,3687,15859.5,Sell
62,6/24/2009 12:00:00 AM,1978.75,1991.5,2002.25,1978,243306,0,0,False,3687,15859.5,Buy
63,6/25/2009 12:00:00 AM,1981.5,2018.25,2022,1978,291326,0,0,False,3687,15859.5,Buy
64,6/26/2009 12:00:00 AM,2011.75,2022,2027.25,2009,194248,0,0,False,3687,15859.5,Buy
65,6/29/2009 12:00:00 AM,2025.5,2026.5,2037.75,2012,198020,0,0,False,3687,15859.5,Buy
66,6/30/2009 12:00:00 AM,2028.75,2023.75,2037,2011,231215,0,0,False,3687,15859.5,Sell
67,7/1/2009 12:00:00 AM,2030.5,2024.5,2041.5,2022.5,207286,0,0,False,3687,15859.5,Sell
68,7/2/2009 12:00:00 AM,2010.75,1990.25,2011.25,1986.5,231456,0,0,False,3687,15859.5,Sell
69,7/3/2009 12:00:00 AM,1992.5,1988.5,1992.75,1987.5,981,0,0,False,3687,15859.5,Sell
70,7/6/2009 12:00:00 AM,1982.5,1986,1988,1967.5,222512,0,0,False,3687,15859.5,Buy
71,7/7/2009 12:00:00 AM,1984.25,1953.25,1986,1946.5,274155,0,0,False,3687,15859.5,Sell
72,7/8/2009 12:00:00 AM,1954.5,1950.75,1960.75,1937.75,306059,0,0,False,3687,15859.5,Sell
73,7/9/2009 12:00:00 AM,1959.25,1959,1966.5,1951.75,204592,0,0,False,3687,15859.5,Sell
74,7/10/2009 12:00:00 AM,1952.25,1961,1971.75,1948,236114,0,0,False,3687,15859.5,Buy
75,7/13/2009 12:00:00 AM,1964.5,1986.5,1992,1944.75,304615,0,0,False,3687,15859.5,Buy
76,7/14/2009 12:00:00 AM,1988,1993,1998.5,1982.5,228854,0,0,False,3687,15859.5,Buy
77,7/15/2009 12:00:00 AM,2019.75,2042.75,2044.75,2012.5,319318,0,0,False,3687,15859.5,Buy
78,7/16/2009 12:00:00 AM,2037.5,2057.5,2065.5,2037,265689,0,0,False,3687,15859.5,Buy
79,7/17/2009 12:00:00 AM,2062.25,2074.25,2074.25,2055,204052,0,0,False,3687,15859.5,Buy
80,7/20/2009 12:00:00 AM,2078,2085.5,2089.25,2072.25,237913,0,0,False,3687,15859.5,Buy
81,7/21/2009 12:00:00 AM,2091,2100,2100.25,2073.5,269882,0,0,False,3687,15859.5,Buy
82,7/22/2009 12:00:00 AM,2096.5,2103.75,2116.5,2093.5,288053,0,0,False,3687,15859.5,Buy
83,7/23/2009 12:00:00 AM,2106.75,2130,2149,2104.25,330444,0,0,False,3687,15859.5,Buy
84,7/24/2009 12:00:00 AM,2126.5,2144,2145.5,2120,229157,0,0,False,3687,15859.5,Buy
85,7/27/2009 12:00:00 AM,2142.25,2143.75,2146.25,2123.75,236016,0,0,False,3687,15859.5,Buy
86,7/28/2009 12:00:00 AM,2137,2147.75,2153.25,2126.75,289686,0,0,False,3687,15859.5,Buy
87,7/29/2009 12:00:00 AM,2141.25,2145.25,2146.75,2129,270636,0,0,False,3687,15859.5,Buy
88,7/30/2009 12:00:00 AM,2159.5,2152.25,2177.25,2148.75,292048,0,0,False,3687,15859.5,Sell
89,7/31/2009 12:00:00 AM,2152.25,2146.25,2164,2143.75,232553,0,0,False,3687,15859.5,Sell
90,8/3/2009 12:00:00 AM,2164.5,2172.75,2173.5,2155.25,251687,0,0,False,3687,15859.5,Buy
91,8/4/2009 12:00:00 AM,2164.75,2175.5,2177.75,2160.5,252390,0,0,False,3687,15859.5,Buy
92,8/5/2009 12:00:00 AM,2175.25,2159.5,2175.5,2147.75,281829,0,0,False,3687,15859.5,Sell
93,8/6/2009 12:00:00 AM,2162.25,2145.25,2167,2138.75,240919,0,0,False,3687,15859.5,Sell
94,8/7/2009 12:00:00 AM,2167.25,2164.5,2173,2153.5,242051,0,0,False,3687,15859.5,Sell
95,8/10/2009 12:00:00 AM,2159,2158,2164,2143,200214,0,0,False,3687,15859.5,Sell
96,8/11/2009 12:00:00 AM,2147,2141.25,2149.75,2131,250260,0,0,False,3687,15859.5,Sell
97,8/12/2009 12:00:00 AM,2137.75,2163.75,2179,2137,326909,0,0,False,3687,15859.5,Buy
98,8/13/2009 12:00:00 AM,2174.25,2176.75,2177.75,2155.25,236785,0,0,False,3687,15859.5,Buy
99,8/14/2009 12:00:00 AM,2166.25,2160.75,2168.75,2140.25,278704,0,0,False,3687,15859.5,Sell
100,8/17/2009 12:00:00 AM,2127.75,2111.25,2128.75,2106.5,330495,0,0,False,3687,15859.5,Sell
101,8/18/2009 12:00:00 AM,2117.25,2132.25,2133.5,2113.25,246490,0,0,False,3687,15859.5,Buy
102,8/19/2009 12:00:00 AM,2111.75,2144,2145.75,2110.25,263624,0,0,False,3687,15859.5,Buy
103,8/20/2009 12:00:00 AM,2140,2158.75,2165.5,2137.75,231469,0,0,False,3687,15859.5,Buy
104,8/21/2009 12:00:00 AM,2169.75,2181,2185,2159.5,268588,0,0,False,3687,15859.5,Buy
105,8/24/2009 12:00:00 AM,2185.25,2179.5,2193.25,2174,224615,0,0,False,3687,15859.5,Sell
106,8/25/2009 12:00:00 AM,2183.5,2182,2200.75,2179.75,271124,0,0,False,3687,15859.5,Sell
107,8/26/2009 12:00:00 AM,2181.75,2182.5,2194.5,2172.75,239882,0,0,False,3687,15859.5,Buy
108,8/27/2009 12:00:00 AM,2181.25,2183.75,2188.75,2155.75,298473,0,0,False,3687,15859.5,Buy
109,8/28/2009 12:00:00 AM,2206.75,2188,2213.75,2175.75,265333,0,0,False,3687,15859.5,Sell
110,8/31/2009 12:00:00 AM,2174.75,2169.75,2178,2161,223926,0,0,False,3687,15859.5,Sell
111,9/1/2009 12:00:00 AM,2164.75,2141.25,2194.25,2135.5,432333,0,0,False,3687,15859.5,Sell
112,9/2/2009 12:00:00 AM,2132.25,2137,2148.25,2130.5,245299,0,0,False,3687,15859.5,Buy
113,9/3/2009 12:00:00 AM,2146.75,2149.75,2152.75,2129.75,188565,0,0,False,3687,15859.5,Buy
114,9/4/2009 12:00:00 AM,2153.25,2181.75,2185.75,2150.5,250039,0,0,False,3687,15859.5,Buy
115,9/7/2009 12:00:00 AM,2189,2191.5,2193,2188.75,3830,0,0,False,3687,15859.5,Buy
116,9/8/2009 12:00:00 AM,2196.5,2199.5,2201.25,2188.25,184442,0,0,False,3687,15859.5,Buy
117,9/9/2009 12:00:00 AM,2201,2212.75,2222.25,2194,273041,0,0,False,3687,15859.5,Buy
118,9/10/2009 12:00:00 AM,2215,2230.5,2231.75,2210.5,141660,0,0,False,3687,15859.5,Buy
119,9/11/2009 12:00:00 AM,2230.5,2231.5,2235.25,2219.5,199857,0,0,False,3687,15859.5,Buy
120,9/14/2009 12:00:00 AM,2219.5,2236.25,2239.25,2219.25,188570,0,0,False,3687,15859.5,Buy
121,9/15/2009 12:00:00 AM,2236.75,2241.75,2249.5,2233.5,247841,0,0,False,3687,15859.5,Buy
122,9/16/2009 12:00:00 AM,2251,2265.75,2271,2245,277065,0,0,False,3687,15859.5,Buy
123,9/17/2009 12:00:00 AM,2264.75,2268.25,2278,2260,281803,0,0,False,3687,15859.5,Buy
124,9/18/2009 12:00:00 AM,2275.5,2268,2278,2261.75,216701,0,0,False,3687,15859.5,Sell
125,9/21/2009 12:00:00 AM,2261.5,2276,2281.25,2259.25,239006,0,0,False,3687,15859.5,Buy
126,9/22/2009 12:00:00 AM,2285.75,2281.5,2286.5,2273,201846,0,0,False,3687,15859.5,Sell
127,9/23/2009 12:00:00 AM,2286.5,2272.5,2300.75,2268.25,294078,0,0,False,3687,15859.5,Sell
128,9/24/2009 12:00:00 AM,2278.25,2246.5,2281,2243.5,319656,0,0,False,3687,15859.5,Sell
129,9/25/2009 12:00:00 AM,2244,2244.5,2256.5,2236.25,273974,0,0,False,3687,15859.5,Buy
130,9/28/2009 12:00:00 AM,2249.25,2269.5,2280,2248.25,226130,0,0,False,3687,15859.5,Buy
131,9/29/2009 12:00:00 AM,2268.75,2262.75,2278.25,2254.25,251832,0,0,False,3687,15859.5,Sell
132,9/30/2009 12:00:00 AM,2269,2265.25,2277.5,2236.25,407366,0,0,False,3687,15859.5,Sell
133,10/1/2009 12:00:00 AM,2257.25,2216.75,2258.5,2211.25,377253,0,0,False,3687,15859.5,Sell
134,10/2/2009 12:00:00 AM,2200.75,2209.5,2222.25,2200.75,317204,0,0,False,3687,15859.5,Buy
135,10/5/2009 12:00:00 AM,2215.5,2222.25,2228.75,2205.5,242699,0,0,False,3687,15859.5,Buy
136,10/6/2009 12:00:00 AM,2230.25,2247.75,2258.75,2229.25,322287,0,0,False,3687,15859.5,Buy
137,10/7/2009 12:00:00 AM,2248,2255.5,2257.5,2243.75,217314,0,0,False,3687,15859.5,Buy
138,10/8/2009 12:00:00 AM,2266,2263,2278.25,2258.75,269623,0,0,False,3687,15859.5,Sell
139,10/9/2009 12:00:00 AM,2257.75,2274,2275.25,2255.25,178645,0,0,False,3687,15859.5,Buy
140,10/12/2009 12:00:00 AM,2278.75,2274.25,2288,2264,165695,0,0,False,3687,15859.5,Sell
141,10/13/2009 12:00:00 AM,2274.25,2271.75,2283.25,2267.75,202177,0,0,False,3687,15859.5,Sell
142,10/14/2009 12:00:00 AM,2296.75,2295.5,2302,2287.25,239914,0,0,False,3687,15859.5,Sell
143,10/15/2009 12:00:00 AM,2290,2295.75,2301.75,2288,229474,0,0,False,3687,15859.5,Buy
144,10/16/2009 12:00:00 AM,2289.75,2280.25,2293,2272.25,302656,0,0,False,3687,15859.5,Sell
145,10/19/2009 12:00:00 AM,2286.25,2298.75,2304,2277,250017,0,0,False,3687,15859.5,Buy
146,10/20/2009 12:00:00 AM,2311.5,2306.5,2311.75,2291,270087,0,0,False,3687,15859.5,Sell
147,10/21/2009 12:00:00 AM,2301.75,2300.25,2326.75,2295.75,294937,0,0,False,3687,15859.5,Sell
148,10/22/2009 12:00:00 AM,2296.25,2310,2313.75,2285,309139,0,0,False,3687,15859.5,Buy
149,10/23/2009 12:00:00 AM,2322,2300,2323,2294.25,322152,0,0,False,3687,15859.5,Sell
150,10/26/2009 12:00:00 AM,2300,2295.5,2324.75,2285,373907,0,0,False,3687,15859.5,Sell
151,10/27/2009 12:00:00 AM,2291.25,2265.75,2298,2260.5,415958,0,0,False,3687,15859.5,Sell
152,10/28/2009 12:00:00 AM,2261.25,2227.25,2265.25,2224.75,387000,0,0,False,3687,15859.5,Sell
153,10/29/2009 12:00:00 AM,2239.75,2255.25,2260.5,2234.25,264333,0,0,False,3687,15859.5,Buy
154,10/30/2009 12:00:00 AM,2255,2210,2259.25,2207.5,432872,0,0,False,3687,15859.5,Sell
155,11/2/2009 12:00:00 AM,2212.75,2217,2235.25,2197.75,430303,0,0,False,3687,15859.5,Buy
156,11/3/2009 12:00:00 AM,2211.25,2222,2225,2205.5,292872,0,0,False,3687,15859.5,Buy
157,11/4/2009 12:00:00 AM,2232.5,2234.75,2247.5,2223.25,321060,0,0,False,3687,15859.5,Buy
158,11/5/2009 12:00:00 AM,2245,2267,2269.5,2243.5,279199,0,0,False,3687,15859.5,Buy
159,11/6/2009 12:00:00 AM,2259.75,2277.25,2279.5,2256,248545,0,0,False,3687,15859.5,Buy
160,11/9/2009 12:00:00 AM,2289.75,2314,2315,2288.25,249690,0,0,False,3687,15859.5,Buy
161,11/10/2009 12:00:00 AM,2311.5,2320,2324,2309.75,233737,0,0,False,3687,15859.5,Buy
162,11/11/2009 12:00:00 AM,2331.75,2331.25,2340,2318.25,262136,0,0,False,3687,15859.5,Sell
163,11/12/2009 12:00:00 AM,2331.25,2321.25,2341,2316,254317,0,0,False,3687,15859.5,Sell
164,11/13/2009 12:00:00 AM,2325.25,2334.75,2340,2319.5,236991,0,0,False,3687,15859.5,Buy
165,11/16/2009 12:00:00 AM,2341.75,2350,2361.25,2339,267252,0,0,False,3687,15859.5,Buy
166,11/17/2009 12:00:00 AM,2348.5,2355.75,2359.25,2344.5,193468,0,0,False,3687,15859.5,Buy
167,11/18/2009 12:00:00 AM,2353,2347.75,2354.25,2336.25,231936,0,0,False,3687,15859.5,Sell
168,11/19/2009 12:00:00 AM,2337.25,2317,2338,2307.25,330848,0,0,False,3687,15859.5,Sell
169,11/20/2009 12:00:00 AM,2310.75,2311.5,2315.75,2304.75,193637,0,0,False,3687,15859.5,Buy
170,11/23/2009 12:00:00 AM,2328.5,2339,2349.25,2327.5,241852,0,0,False,3687,15859.5,Buy
171,11/24/2009 12:00:00 AM,2340,2333.75,2340,2323.25,200048,0,0,False,3687,15859.5,Sell
172,11/25/2009 12:00:00 AM,2339.5,2341.5,2343,2334,146429,0,0,False,3687,15859.5,Buy
173,11/26/2009 12:00:00 AM,2321.75,2297.25,2321.75,2294,14730,0,0,False,3687,15859.5,Sell
174,11/27/2009 12:00:00 AM,2293,2306.5,2327.25,2289.25,189215,0,0,False,3687,15859.5,Buy
175,11/30/2009 12:00:00 AM,2309.25,2314.5,2318.25,2297.75,275431,0,0,False,3687,15859.5,Buy
176,12/1/2009 12:00:00 AM,2329.25,2339.25,2346.5,2328.5,245986,0,0,False,3687,15859.5,Buy
177,12/2/2009 12:00:00 AM,2340.75,2339,2354,2333.5,225743,0,0,False,3687,15859.5,Sell
178,12/3/2009 12:00:00 AM,2344,2327,2354.25,2325.25,249301,0,0,False,3687,15859.5,Sell
179,12/4/2009 12:00:00 AM,2351.75,2342.25,2363.75,2320.25,372509,0,0,False,3687,15859.5,Sell
180,12/7/2009 12:00:00 AM,2337.5,2332.5,2345.5,2326.5,222419,0,0,False,3687,15859.5,Sell
181,12/8/2009 12:00:00 AM,2320.75,2316.25,2333.75,2307.5,313699,0,0,False,3687,15859.5,Sell
182,12/9/2009 12:00:00 AM,2317.75,2339.75,2340.25,2306.25,306339,0,0,False,3687,15859.5,Buy
183,12/10/2009 12:00:00 AM,2343.75,2347.25,2356.25,2343.5,119968,0,0,False,3687,15859.5,Buy
184,12/11/2009 12:00:00 AM,2355.25,2342.5,2358.25,2332,196452,0,0,False,3687,15859.5,Sell
185,12/14/2009 12:00:00 AM,2352.25,2357,2358.5,2342,169108,0,0,False,3687,15859.5,Buy
186,12/15/2009 12:00:00 AM,2350.75,2344.75,2361.5,2341,210901,0,0,False,3687,15859.5,Sell
187,12/16/2009 12:00:00 AM,2353.25,2349.75,2362.75,2346.25,187560,0,0,False,3687,15859.5,Sell
188,12/17/2009 12:00:00 AM,2341,2335,2342.5,2323.5,251794,0,0,False,3687,15859.5,Sell
189,12/18/2009 12:00:00 AM,2343,2355.5,2357,2337.25,261238,0,0,False,3687,15859.5,Buy
190,12/21/2009 12:00:00 AM,2364.5,2374.75,2383.25,2364.25,201411,0,0,False,3687,15859.5,Buy
191,12/22/2009 12:00:00 AM,2381.5,2390,2390.5,2379.25,146493,0,0,False,3687,15859.5,Buy
192,12/23/2009 12:00:00 AM,2391.25,2401.75,2402.5,2386.5,123233,0,0,False,3687,15859.5,Buy
193,12/24/2009 12:00:00 AM,2403.25,2418,2419,2402.75,59600,0,0,False,3687,15859.5,Buy
194,12/28/2009 12:00:00 AM,2422.5,2424,2431,2416.75,110967,0,0,False,3687,15859.5,Buy
195,12/29/2009 12:00:00 AM,2428,2421,2429,2418.75,94651,0,0,False,3687,15859.5,Sell
196,12/30/2009 12:00:00 AM,2419,2426,2429.75,2417.5,117188,0,0,False,3687,15859.5,Buy
197,12/31/2009 12:00:00 AM,2429.25,2416.5,2430.25,2408.25,106084,0,0,False,3687,15859.5,Sell
198,1/4/2010 12:00:00 AM,2431.75,2436.25,2438.5,2430,172587,0,0,False,3687,15859.5,Buy
199,1/5/2010 12:00:00 AM,2434.25,2435.25,2439.25,2425.5,190158,0,0,False,3687,15859.5,Buy
200,1/6/2010 12:00:00 AM,2434.75,2428,2441.25,2421.75,243828,0,0,False,3687,15859.5,Sell
201,1/7/2010 12:00:00 AM,2427.25,2427.25,2429.5,2415.25,220019,0,0,False,3687,15859.5,Buy
202,1/8/2010 12:00:00 AM,2420.5,2439.5,2442,2416,230705,0,0,False,3687,15859.5,Buy
203,1/11/2010 12:00:00 AM,2443.25,2433.25,2445,2423.75,218442,0,0,False,3687,15859.5,Sell
204,1/12/2010 12:00:00 AM,2422,2415.75,2424.5,2399.5,302197,0,0,False,3687,15859.5,Sell
205,1/13/2010 12:00:00 AM,2415.75,2431.75,2439,2402.75,292656,0,0,False,3687,15859.5,Buy
206,1/14/2010 12:00:00 AM,2429.5,2437.5,2439.75,2427.5,183075,0,0,False,3687,15859.5,Buy
207,1/15/2010 12:00:00 AM,2437,2412.75,2440.75,2404.25,316910,0,0,False,3687,15859.5,Sell
208,1/18/2010 12:00:00 AM,2416.5,2423.75,2424.5,2416,7582,0,0,False,3687,15859.5,Buy
209,1/19/2010 12:00:00 AM,2416.5,2439,2445.25,2416.5,287634,0,0,False,3687,15859.5,Buy
210,1/20/2010 12:00:00 AM,2429.5,2416.5,2430.25,2395,370474,0,0,False,3687,15859.5,Sell
211,1/21/2010 12:00:00 AM,2420.25,2390,2433,2388.25,466964,0,0,False,3687,15859.5,Sell
212,1/22/2010 12:00:00 AM,2392,2346.5,2397,2339,487680,0,0,False,3687,15859.5,Sell
213,1/25/2010 12:00:00 AM,2353.25,2348.5,2361,2342,302618,0,0,False,3687,15859.5,Sell
214,1/26/2010 12:00:00 AM,2348.5,2345.5,2373.25,2339.25,353705,0,0,False,3687,15859.5,Sell
215,1/27/2010 12:00:00 AM,2348,2358.75,2371,2337.25,404671,0,0,False,3687,15859.5,Buy
216,1/28/2010 12:00:00 AM,2352.5,2319.5,2354.25,2308.75,523213,0,0,False,3687,15859.5,Sell
217,1/29/2010 12:00:00 AM,2332.5,2288.25,2337.75,2281.25,482897,0,0,False,3687,15859.5,Sell
218,2/1/2010 12:00:00 AM,2292.25,2306,2307.75,2291.25,314878,0,0,False,3687,15859.5,Buy
219,2/2/2010 12:00:00 AM,2308.25,2319,2327.5,2297.25,306446,0,0,False,3687,15859.5,Buy
220,2/3/2010 12:00:00 AM,2314.25,2335.5,2336,2313.25,290014,0,0,False,3687,15859.5,Buy
221,2/4/2010 12:00:00 AM,2319.25,2284.75,2322.75,2281,440716,0,0,False,3687,15859.5,Sell
222,2/5/2010 12:00:00 AM,2286.5,2294,2297.25,2260.25,491128,0,0,False,3687,15859.5,Buy
223,2/8/2010 12:00:00 AM,2293.5,2283.5,2303.25,2280,269187,0,0,False,3687,15859.5,Sell
224,2/9/2010 12:00:00 AM,2302.5,2302.25,2316.75,2286,357608,0,0,False,3687,15859.5,Sell
225,2/10/2010 12:00:00 AM,2300,2293.75,2308.25,2285.5,267605,0,0,False,3687,15859.5,Sell
226,2/11/2010 12:00:00 AM,2295.75,2324,2328.25,2286.25,310448,0,0,False,3687,15859.5,Buy
227,2/12/2010 12:00:00 AM,2307,2332.75,2333,2303.75,297832,0,0,False,3687,15859.5,Buy
228,2/15/2010 12:00:00 AM,2331.25,2326.75,2332.5,2325.5,4015,0,0,False,3687,15859.5,Sell
229,2/16/2010 12:00:00 AM,2339.5,2349.75,2351,2330.25,225347,0,0,False,3687,15859.5,Buy
230,2/17/2010 12:00:00 AM,2356.75,2361.5,2362,2347,211151,0,0,False,3687,15859.5,Buy
231,2/18/2010 12:00:00 AM,2358.5,2369.75,2374.25,2355.25,241471,0,0,False,3687,15859.5,Buy
232,2/19/2010 12:00:00 AM,2367.5,2367.75,2379.5,2361.5,239168,0,0,False,3687,15859.5,Buy
233,2/22/2010 12:00:00 AM,2377.5,2370.75,2378.75,2359.75,207273,0,0,False,3687,15859.5,Sell
234,2/23/2010 12:00:00 AM,2365,2350.5,2367,2334.75,321196,0,0,False,3687,15859.5,Sell
235,2/24/2010 12:00:00 AM,2353.25,2363.75,2369.25,2350,272470,0,0,False,3687,15859.5,Buy
236,2/25/2010 12:00:00 AM,2341.75,2363.25,2365.5,2330,319208,0,0,False,3687,15859.5,Buy
237,2/26/2010 12:00:00 AM,2361.75,2371.25,2371.75,2353,200327,0,0,False,3687,15859.5,Buy
238,3/1/2010 12:00:00 AM,2376,2393.25,2398,2375.25,236755,0,0,False,3687,15859.5,Buy
239,3/2/2010 12:00:00 AM,2399.75,2401.25,2411.75,2396,224525,0,0,False,3687,15859.5,Buy
240,3/3/2010 12:00:00 AM,2404.75,2401.25,2410.75,2395.25,199953,0,0,False,3687,15859.5,Sell
241,3/4/2010 12:00:00 AM,2403.75,2409.25,2410.25,2394,176379,0,0,False,3687,15859.5,Buy
242,3/5/2010 12:00:00 AM,2422.25,2434,2439,2418,259198,0,0,False,3687,15859.5,Buy
243,3/8/2010 12:00:00 AM,2437.25,2438.25,2444.25,2436.25,181462,0,0,False,3687,15859.5,Buy
